student_id,gender,year_of_study,department,sleep_time,wake_up_time,alarm_usage,morning_productivity,night_productivity,cleanliness_score,room_organization_level,noise_tolerance,study_noise_preference,fan_or_cooler_preference,study_habit,daily_study_hours,food_preference,exam_preparation_style,introvert_extrovert_score,social_frequency,relationship_status,smoking_drinking,workout,gaming,anime,room_stay_duration,career_interest,cult_sports,language
2523,male,1,ME,1,7,1,5,9,1,3,5,cafe_noise,cooler,exam_crammer,1,non_veg,group_study,7,low,single,0,0,0,1,13,mechanical,cultural,Dont Care
2524,female,3,CSE,0,8,1,0,8,3,10,4,light_music,fan,night_before,2,non_veg,early_planner,8,medium,single,0,0,0,1,15,electronics,none,Telugu
2525,male,4,MNC,0,5,1,4,9,9,8,9,silence,fan,night_before,5,veg,last_minute,2,high,single,0,0,0,1,9,civil,sports,Hindi
2526,male,2,Civil,1,7,1,0,6,2,9,6,light_music,fan,regular,2,veg,group_study,8,high,committed,0,0,0,1,12,ai_ml,none,Dont Care
2527,female,2,ME,0,7,1,4,6,0,4,3,light_music,fan,exam_crammer,5,non_veg,group_study,0,high,single,0,1,0,0,22,electronics,both,English
2528,female,3,CSE,0,9,1,7,8,6,3,4,silence,fan,night_before,1,non_veg,last_minute,7,medium,single,0,1,1,1,17,mechanical,sports,Telugu
2529,male,2,MNC,0,7,1,7,6,5,1,7,light_music,cooler,night_before,4,veg,early_planner,5,medium,committed,0,0,0,0,12,electronics,cultural,Telugu
2530,male,3,EEE,2,6,1,1,10,3,3,7,light_music,fan,night_before,5,veg,last_minute,1,high,single,0,0,0,0,9,software,none,Telugu
2531,male,2,ME,1,10,1,6,6,2,7,7,light_music,cooler,exam_crammer,5,non_veg,early_planner,7,high,committed,0,1,1,0,15,robotics,both,Multilingual
2532,male,2,Others,2,7,1,10,3,1,4,10,cafe_noise,cooler,regular,1,non_veg,group_study,1,medium,committed,0,0,0,0,10,robotics,none,Dont Care
2533,male,4,Metallurgy,0,7,0,1,7,3,0,7,cafe_noise,cooler,exam_crammer,0,veg,last_minute,4,medium,committed,0,0,0,0,13,civil,none,Hindi
2534,female,2,EEE,22,7,1,2,6,10,3,0,light_music,fan,regular,0,veg,group_study,10,high,committed,0,0,0,0,14,ai_ml,none,Multilingual
2535,male,1,EEE,22,5,0,6,9,0,2,5,cafe_noise,cooler,exam_crammer,7,veg,early_planner,4,high,single,0,1,0,0,10,electronics,cultural,Hindi
2536,male,2,EEE,0,10,1,2,9,0,9,6,light_music,fan,night_before,4,non_veg,early_planner,4,high,single,0,0,0,0,17,robotics,cultural,Telugu
2537,female,3,MNC,1,6,1,4,2,0,2,6,cafe_noise,cooler,regular,0,non_veg,group_study,10,high,single,0,0,0,0,19,software,cultural,Tamil
2538,male,4,EEE,1,8,1,0,7,1,10,10,cafe_noise,cooler,exam_crammer,4,non_veg,early_planner,10,low,committed,0,0,0,0,13,robotics,none,Hindi
2539,female,2,AI,22,10,1,9,8,10,6,6,silence,fan,regular,0,veg,last_minute,4,medium,single,0,1,0,0,9,electronics,cultural,Multilingual
2540,male,2,AI,2,8,0,1,9,0,0,9,silence,cooler,regular,4,non_veg,last_minute,7,high,single,0,0,0,0,9,electronics,cultural,Tamil
2541,male,4,EEE,4,10,0,5,8,6,3,8,light_music,cooler,exam_crammer,7,non_veg,last_minute,9,high,single,1,0,0,0,13,software,both,Hindi
2542,female,3,MNC,4,9,0,7,9,0,3,8,silence,fan,regular,5,veg,group_study,9,low,single,0,0,1,0,19,mechanical,sports,Tamil
2543,male,2,EEE,1,7,1,3,6,2,1,10,cafe_noise,fan,regular,4,non_veg,early_planner,10,medium,committed,0,1,0,0,17,software,none,Tamil
2544,female,4,Others,1,5,1,7,9,0,10,3,cafe_noise,cooler,regular,9,veg,early_planner,1,medium,committed,1,0,0,0,16,electronics,sports,Multilingual
2545,female,2,CSE,1,7,1,8,2,0,2,7,light_music,fan,night_before,2,non_veg,group_study,10,medium,single,0,0,0,0,20,electronics,none,Tamil
2546,male,3,Civil,3,7,1,5,6,3,4,8,cafe_noise,cooler,exam_crammer,7,veg,early_planner,7,medium,committed,0,0,0,0,16,electronics,sports,Tamil
2547,female,1,ECE,3,8,1,5,8,9,5,1,cafe_noise,cooler,regular,3,veg,group_study,1,high,committed,0,0,0,1,15,ai_ml,cultural,English
2548,male,4,ECE,2,8,1,1,10,5,1,9,silence,cooler,night_before,2,non_veg,last_minute,6,medium,single,1,0,0,0,18,robotics,cultural,Hindi
2549,male,2,ECE,0,10,1,5,4,0,5,8,light_music,cooler,regular,5,non_veg,group_study,9,high,single,0,0,0,1,12,ai_ml,none,English
2550,male,4,AI,22,10,1,7,6,7,4,10,silence,cooler,regular,5,non_veg,early_planner,4,low,single,0,1,0,1,14,management,none,Hindi
2551,female,1,Civil,0,9,0,9,5,6,3,6,silence,cooler,exam_crammer,2,veg,early_planner,1,high,committed,0,1,0,1,13,electronics,none,Hindi
2552,female,1,AI,22,8,0,7,7,6,7,6,cafe_noise,fan,night_before,7,veg,early_planner,8,high,committed,0,1,0,1,19,software,cultural,Telugu
2553,male,1,ME,4,8,1,10,8,6,0,6,light_music,cooler,night_before,9,non_veg,last_minute,9,high,committed,0,1,0,1,17,civil,sports,Multilingual
2554,male,4,EEE,4,7,1,4,8,2,1,6,silence,cooler,exam_crammer,7,veg,early_planner,0,medium,committed,0,0,1,0,14,management,sports,Tamil
2555,male,3,CSE,22,8,0,0,7,6,8,8,cafe_noise,fan,regular,5,non_veg,last_minute,1,high,single,1,0,0,0,11,ai_ml,cultural,Dont Care
2556,female,3,EEE,1,10,1,6,10,6,8,0,cafe_noise,fan,night_before,1,non_veg,last_minute,2,medium,single,1,0,0,1,19,software,none,English
2557,male,1,CSE,4,10,1,4,8,4,10,4,light_music,fan,exam_crammer,2,non_veg,last_minute,4,medium,committed,0,0,1,0,14,ai_ml,sports,Dont Care
2558,male,1,MNC,1,9,1,9,6,0,3,8,light_music,cooler,exam_crammer,2,non_veg,early_planner,7,low,committed,0,0,0,0,15,ai_ml,cultural,Tamil
2559,male,3,ECE,1,7,0,1,7,9,0,7,cafe_noise,cooler,night_before,2,veg,early_planner,8,medium,committed,0,0,0,0,15,electronics,cultural,Telugu
2560,male,3,Others,2,10,0,9,6,2,0,9,light_music,fan,exam_crammer,5,veg,early_planner,3,high,committed,0,0,0,1,13,software,none,Tamil
2561,male,4,AI,1,8,1,8,6,8,2,1,light_music,fan,exam_crammer,0,veg,early_planner,8,high,single,0,0,0,0,21,software,cultural,Dont Care
2562,male,4,Civil,0,8,1,0,9,7,1,1,light_music,fan,exam_crammer,2,veg,last_minute,5,medium,committed,0,0,1,0,14,civil,both,Multilingual
2563,female,2,AI,1,5,0,5,10,2,9,5,cafe_noise,cooler,exam_crammer,5,non_veg,group_study,0,medium,single,1,1,1,0,14,civil,cultural,Multilingual
2564,female,4,AI,23,8,0,0,4,7,2,10,cafe_noise,fan,regular,2,veg,early_planner,0,high,single,0,0,0,0,13,robotics,both,Multilingual
2565,female,3,Civil,2,6,0,3,9,1,6,1,cafe_noise,cooler,regular,3,non_veg,early_planner,8,low,single,0,0,0,1,14,mechanical,sports,Hindi
2566,female,2,EEE,4,7,1,4,10,5,5,1,light_music,cooler,exam_crammer,2,non_veg,early_planner,8,high,single,0,1,1,1,20,management,sports,Hindi
2567,male,1,ECE,23,7,1,2,6,0,5,5,silence,cooler,exam_crammer,3,non_veg,last_minute,7,low,committed,0,0,0,0,17,robotics,sports,Multilingual
2568,male,1,EEE,0,7,0,1,10,7,0,8,cafe_noise,cooler,exam_crammer,5,non_veg,early_planner,5,medium,committed,0,0,0,0,12,management,cultural,English
2569,male,4,ME,1,7,1,1,6,1,3,7,light_music,cooler,regular,0,non_veg,early_planner,4,high,single,0,0,0,0,19,mechanical,cultural,Dont Care
2570,male,2,CSE,23,8,0,6,8,5,3,7,silence,cooler,exam_crammer,5,non_veg,early_planner,1,high,single,1,0,1,0,14,software,both,Multilingual
2571,female,4,MNC,22,8,1,8,8,2,10,3,light_music,fan,night_before,2,veg,early_planner,3,high,single,0,0,0,1,15,management,none,Multilingual
2572,female,1,MNC,3,8,1,2,10,0,0,4,cafe_noise,cooler,exam_crammer,0,veg,group_study,2,high,single,0,0,0,0,14,civil,both,Hindi
2573,female,2,CSE,1,6,1,1,7,7,6,1,light_music,fan,night_before,5,veg,last_minute,8,medium,committed,0,0,0,0,17,electronics,sports,Multilingual
2574,female,1,CSE,23,7,0,9,10,2,3,4,light_music,cooler,night_before,1,veg,last_minute,7,medium,single,0,0,0,0,20,civil,none,English
2575,male,3,MNC,1,9,1,9,8,7,6,4,silence,fan,exam_crammer,4,non_veg,last_minute,9,medium,single,1,1,0,0,14,electronics,sports,Hindi
2576,male,2,ECE,1,10,1,2,10,1,1,6,cafe_noise,fan,night_before,2,veg,early_planner,5,high,committed,0,0,0,0,12,civil,sports,Telugu
2577,male,1,Civil,1,9,1,5,6,9,10,7,silence,cooler,night_before,2,veg,last_minute,10,high,committed,0,1,1,1,11,management,none,Tamil
2578,male,1,ECE,0,6,1,4,1,3,0,5,silence,cooler,regular,3,non_veg,last_minute,3,low,single,0,0,0,0,15,mechanical,cultural,English
2579,female,2,Others,23,10,1,10,6,1,2,5,cafe_noise,cooler,night_before,8,non_veg,last_minute,7,low,single,0,1,0,1,11,management,none,Multilingual
2580,male,2,ECE,4,9,1,3,6,10,7,3,light_music,fan,exam_crammer,2,non_veg,early_planner,2,medium,single,0,1,0,0,14,mechanical,cultural,Dont Care
2581,male,3,Civil,4,10,0,4,9,4,0,10,light_music,fan,exam_crammer,3,veg,group_study,0,medium,committed,0,0,1,0,9,robotics,none,Tamil
2582,female,3,Civil,0,8,0,4,8,3,3,5,light_music,cooler,regular,2,veg,early_planner,9,low,committed,0,0,1,0,11,electronics,none,Telugu
2583,male,3,EEE,2,7,1,10,1,9,3,4,light_music,fan,night_before,2,veg,early_planner,7,low,committed,0,1,0,0,12,management,none,Telugu
2584,male,3,Others,0,7,0,4,10,1,10,0,cafe_noise,cooler,night_before,4,veg,group_study,10,low,single,0,1,0,0,14,civil,both,Telugu
2585,male,3,ECE,4,5,1,0,8,3,5,5,silence,cooler,night_before,0,non_veg,early_planner,6,low,single,0,0,0,1,19,robotics,sports,Dont Care
2586,female,1,Metallurgy,22,9,1,7,8,3,0,0,light_music,fan,regular,6,non_veg,last_minute,4,medium,committed,0,1,1,0,14,management,sports,Tamil
2587,male,4,Civil,1,5,1,10,5,7,10,7,silence,fan,exam_crammer,0,non_veg,group_study,8,medium,single,0,0,1,0,15,robotics,none,Dont Care
2588,female,1,CSE,0,9,1,0,10,10,8,0,cafe_noise,fan,regular,4,non_veg,early_planner,10,low,committed,0,0,0,0,9,electronics,both,Dont Care
2589,female,4,MNC,1,7,0,6,10,3,8,2,cafe_noise,cooler,regular,4,non_veg,early_planner,8,medium,committed,0,0,1,0,10,robotics,cultural,English
2590,male,3,ME,3,9,1,1,6,8,2,9,silence,fan,exam_crammer,2,non_veg,group_study,10,high,single,0,0,0,1,8,electronics,none,Tamil
2591,male,1,Civil,0,10,1,9,10,1,3,5,cafe_noise,fan,night_before,3,non_veg,group_study,5,medium,single,0,0,1,0,15,ai_ml,none,Tamil
2592,female,2,MNC,4,10,1,10,8,10,2,8,silence,cooler,night_before,3,veg,group_study,0,high,committed,0,0,0,0,8,civil,both,Telugu
2593,female,4,ME,4,10,1,1,6,4,4,2,light_music,fan,night_before,0,veg,early_planner,2,medium,committed,0,0,1,0,11,robotics,none,Multilingual
2594,female,3,AI,0,7,1,6,6,7,2,8,light_music,cooler,night_before,7,non_veg,group_study,0,medium,single,0,1,0,0,17,management,both,Dont Care
2595,female,2,Others,4,7,1,6,5,3,6,8,cafe_noise,cooler,exam_crammer,0,non_veg,early_planner,0,low,committed,0,0,1,0,17,mechanical,none,English
2596,male,3,CSE,4,10,1,3,3,1,4,3,cafe_noise,cooler,exam_crammer,2,veg,group_study,5,medium,committed,0,0,1,1,16,robotics,both,Multilingual
2597,male,2,MNC,1,7,1,2,6,6,0,9,cafe_noise,cooler,regular,2,non_veg,last_minute,3,high,committed,0,0,0,1,11,management,both,Tamil
2598,female,3,AI,4,8,0,1,8,8,6,4,cafe_noise,fan,night_before,5,veg,early_planner,8,medium,committed,0,0,1,0,21,software,sports,Dont Care
2599,male,4,MNC,0,5,1,5,6,3,3,1,light_music,fan,exam_crammer,7,non_veg,early_planner,7,medium,single,0,1,0,0,13,electronics,none,Telugu
2600,female,3,EEE,0,9,0,3,4,4,6,6,silence,cooler,exam_crammer,4,veg,last_minute,3,high,single,0,1,1,0,9,civil,sports,Hindi
2601,female,4,CSE,3,9,0,2,9,3,1,3,light_music,fan,night_before,1,non_veg,early_planner,10,low,committed,0,0,1,1,13,management,none,Dont Care
2602,female,3,CSE,22,7,1,1,10,2,1,8,light_music,fan,night_before,5,veg,early_planner,1,low,committed,0,0,0,0,15,management,sports,Multilingual
2603,male,2,ECE,0,5,1,5,2,6,10,9,cafe_noise,fan,exam_crammer,4,veg,last_minute,6,high,committed,0,0,0,0,14,mechanical,none,Telugu
2604,female,1,EEE,3,7,0,1,9,3,10,1,silence,cooler,regular,5,veg,group_study,5,low,single,0,0,1,0,8,robotics,both,English
2605,male,2,AI,3,9,1,4,5,2,6,7,cafe_noise,cooler,regular,4,non_veg,early_planner,10,high,single,0,0,0,0,18,mechanical,both,English
2606,female,2,Civil,2,6,0,5,9,2,7,2,cafe_noise,fan,exam_crammer,7,non_veg,early_planner,7,high,single,0,0,0,0,12,robotics,both,Telugu
2607,female,2,Others,22,10,1,9,4,1,5,9,cafe_noise,fan,exam_crammer,3,non_veg,group_study,4,low,committed,0,0,0,1,21,electronics,sports,Multilingual
2608,male,3,Others,2,7,1,2,10,0,10,3,cafe_noise,cooler,exam_crammer,1,veg,last_minute,0,medium,single,0,0,1,0,16,software,none,Dont Care
2609,female,4,CSE,4,6,1,3,2,7,0,7,cafe_noise,fan,regular,2,veg,group_study,6,high,single,1,0,1,0,10,civil,cultural,Tamil
2610,female,4,Others,2,10,1,8,0,3,4,3,light_music,fan,exam_crammer,2,veg,last_minute,2,high,single,0,0,0,1,16,management,cultural,Multilingual
2611,male,3,ME,0,9,0,1,7,0,10,10,light_music,cooler,night_before,3,veg,group_study,7,high,committed,0,0,0,0,10,electronics,cultural,Tamil
2612,male,1,AI,23,9,0,4,8,3,1,2,cafe_noise,fan,regular,2,veg,last_minute,3,high,committed,0,1,1,0,9,software,none,Telugu
2613,female,1,ECE,1,5,0,3,3,8,10,5,light_music,fan,regular,2,veg,last_minute,7,high,committed,0,0,0,0,11,mechanical,both,Hindi
2614,female,3,CSE,23,10,1,3,10,9,7,4,light_music,fan,regular,2,non_veg,early_planner,10,medium,committed,0,0,0,1,20,electronics,both,Telugu
2615,female,2,Metallurgy,1,8,1,7,6,10,1,9,cafe_noise,cooler,night_before,1,veg,group_study,9,medium,single,1,0,0,0,16,ai_ml,none,Tamil
2616,male,2,ECE,23,10,1,8,10,4,2,7,silence,cooler,exam_crammer,2,veg,last_minute,2,medium,single,0,0,0,0,18,ai_ml,both,Multilingual
2617,female,4,CSE,0,5,1,7,7,10,3,3,cafe_noise,fan,exam_crammer,5,non_veg,early_planner,2,low,single,1,0,0,0,15,ai_ml,sports,Multilingual
2618,male,3,ECE,22,9,0,3,10,6,0,3,light_music,cooler,regular,6,non_veg,early_planner,1,high,committed,0,0,0,1,8,robotics,both,Hindi
2619,male,4,CSE,0,9,0,0,5,0,7,4,silence,cooler,night_before,0,veg,early_planner,1,medium,committed,1,0,1,0,14,software,both,Hindi
2620,male,1,ME,1,7,1,0,6,8,8,7,silence,fan,exam_crammer,3,veg,last_minute,2,low,committed,1,0,0,0,8,electronics,sports,Telugu
2621,male,2,CSE,3,6,1,9,7,8,10,5,cafe_noise,cooler,night_before,2,veg,group_study,4,high,single,0,0,1,0,17,software,both,Hindi
2622,female,3,Others,22,9,0,4,9,10,8,6,cafe_noise,cooler,exam_crammer,2,veg,early_planner,10,high,committed,1,0,1,0,8,robotics,cultural,Dont Care
2623,female,1,Others,1,10,1,4,10,9,3,3,cafe_noise,fan,night_before,0,non_veg,group_study,6,medium,committed,0,0,0,1,17,mechanical,both,Telugu
2624,female,1,EEE,3,9,1,4,8,6,1,10,light_music,cooler,exam_crammer,6,non_veg,group_study,9,medium,single,0,0,1,0,20,software,sports,Multilingual
2625,male,4,CSE,23,7,1,1,10,9,5,7,silence,fan,regular,1,non_veg,group_study,1,medium,committed,0,0,0,1,18,management,none,Dont Care
2626,male,4,AI,1,9,1,2,8,3,1,0,cafe_noise,fan,night_before,4,non_veg,group_study,5,high,single,1,0,1,1,12,management,none,Telugu
2627,male,2,ME,0,10,1,10,3,5,8,9,silence,fan,regular,4,non_veg,group_study,7,medium,single,0,0,0,0,12,software,both,Hindi
2628,female,1,MNC,1,8,0,0,10,8,4,5,light_music,fan,exam_crammer,4,non_veg,early_planner,4,medium,committed,0,0,0,1,12,electronics,both,English
2629,female,2,MNC,0,9,0,1,6,2,7,10,cafe_noise,fan,night_before,2,veg,group_study,4,medium,committed,0,0,1,0,15,robotics,sports,Dont Care
2630,female,2,ECE,0,7,0,9,9,3,3,3,silence,cooler,regular,1,veg,early_planner,2,low,single,0,0,0,0,9,management,none,Multilingual
2631,male,1,MNC,3,8,1,0,0,5,2,2,silence,fan,night_before,0,veg,last_minute,0,medium,committed,0,0,0,0,12,management,sports,Tamil
2632,male,1,EEE,3,9,1,8,10,1,4,0,light_music,cooler,night_before,7,veg,last_minute,9,medium,committed,0,0,0,0,15,management,cultural,Hindi
2633,female,3,ME,0,5,1,6,7,4,0,8,light_music,fan,night_before,5,non_veg,last_minute,10,high,committed,0,1,0,0,14,software,none,Multilingual
2634,female,1,ME,2,5,1,8,9,0,8,3,light_music,cooler,exam_crammer,3,veg,early_planner,2,high,committed,0,0,1,1,13,mechanical,cultural,Dont Care
2635,male,2,CSE,1,5,1,1,7,4,1,3,cafe_noise,fan,night_before,2,veg,group_study,6,low,committed,0,0,1,0,11,robotics,sports,Multilingual
2636,male,4,MNC,4,8,1,6,8,5,7,3,light_music,fan,night_before,4,non_veg,early_planner,0,medium,committed,0,0,0,0,14,management,both,Telugu
2637,female,3,MNC,0,10,0,5,10,8,9,3,light_music,fan,regular,5,veg,group_study,2,medium,committed,0,0,0,0,13,software,sports,Hindi
2638,female,3,CSE,3,7,0,4,7,8,1,0,silence,cooler,night_before,7,non_veg,early_planner,0,medium,committed,0,0,0,1,19,management,both,English
2639,male,4,Metallurgy,0,8,0,3,9,0,3,4,cafe_noise,fan,regular,7,non_veg,early_planner,7,medium,committed,1,0,0,0,16,electronics,sports,Telugu
2640,male,4,Others,0,7,1,3,0,1,10,3,cafe_noise,fan,regular,2,veg,early_planner,5,medium,single,0,0,0,0,12,civil,cultural,Hindi
2641,male,3,ECE,4,7,1,1,6,1,0,10,light_music,fan,night_before,2,non_veg,group_study,5,medium,committed,0,0,0,0,11,civil,none,Multilingual
2642,female,3,Metallurgy,4,6,1,7,10,4,2,4,cafe_noise,fan,exam_crammer,1,non_veg,last_minute,7,low,committed,0,1,1,0,12,civil,cultural,Multilingual
2643,female,4,Metallurgy,1,8,0,7,8,3,4,8,light_music,cooler,regular,1,veg,early_planner,10,high,single,0,0,1,0,16,management,sports,Telugu
2644,male,1,AI,1,7,1,5,7,0,2,1,light_music,fan,exam_crammer,4,veg,early_planner,4,high,single,0,0,0,0,11,civil,none,Multilingual
2645,male,3,MNC,23,7,1,2,6,9,9,6,light_music,cooler,exam_crammer,5,veg,group_study,5,low,committed,0,0,0,1,17,civil,sports,Multilingual
2646,female,3,AI,1,8,1,9,10,10,0,6,silence,cooler,regular,2,veg,last_minute,10,high,single,0,0,1,1,9,civil,none,Multilingual
2647,female,4,ME,0,7,1,0,7,5,6,0,silence,fan,night_before,1,non_veg,last_minute,7,low,committed,0,0,0,0,17,electronics,none,Dont Care
2648,male,3,AI,0,9,0,7,6,4,3,7,silence,cooler,night_before,3,veg,group_study,9,high,committed,1,1,0,0,17,management,none,Multilingual
2649,male,1,EEE,1,10,0,9,6,6,0,0,light_music,fan,night_before,4,veg,last_minute,6,high,committed,0,0,1,0,10,civil,sports,Telugu
2650,male,3,AI,0,7,1,9,5,0,8,2,cafe_noise,fan,exam_crammer,5,non_veg,group_study,7,medium,single,0,0,0,0,11,software,sports,Dont Care
2651,male,1,ECE,1,10,1,1,6,2,3,4,light_music,cooler,night_before,5,non_veg,early_planner,9,high,committed,0,0,0,1,12,ai_ml,both,Hindi
2652,female,2,ECE,23,8,0,6,7,9,4,9,cafe_noise,cooler,exam_crammer,4,veg,group_study,5,high,single,1,0,0,0,17,mechanical,sports,Hindi
2653,male,2,Metallurgy,23,9,1,1,9,3,3,7,silence,fan,exam_crammer,0,veg,group_study,6,medium,committed,1,1,0,0,14,management,both,Telugu
2654,female,2,ECE,1,6,1,3,6,5,4,7,light_music,cooler,regular,5,non_veg,last_minute,8,low,single,0,0,0,0,17,mechanical,cultural,Dont Care
2655,female,2,ECE,4,8,1,3,6,0,0,6,silence,cooler,regular,1,veg,group_study,1,medium,committed,0,0,1,0,13,ai_ml,cultural,Multilingual
2656,female,4,ECE,0,8,1,3,9,4,8,2,light_music,cooler,exam_crammer,1,veg,last_minute,6,medium,single,0,0,1,0,16,management,sports,Telugu
2657,female,2,EEE,1,8,0,8,6,9,5,3,light_music,cooler,exam_crammer,3,veg,early_planner,8,high,committed,0,0,0,1,12,robotics,cultural,Dont Care
2658,female,1,CSE,2,8,1,0,8,4,2,6,light_music,fan,night_before,0,veg,last_minute,7,low,committed,0,0,1,0,11,robotics,both,Multilingual
2659,female,4,ME,3,7,0,4,3,9,3,2,light_music,cooler,exam_crammer,3,non_veg,early_planner,5,low,single,0,0,1,0,11,mechanical,sports,Dont Care
2660,female,1,EEE,0,6,1,9,10,4,5,0,cafe_noise,fan,exam_crammer,6,veg,last_minute,5,high,single,0,0,0,0,13,ai_ml,cultural,Multilingual
2661,male,2,ECE,4,5,1,3,9,1,0,8,cafe_noise,cooler,exam_crammer,3,veg,last_minute,7,high,committed,0,0,0,1,22,software,sports,Dont Care
2662,female,2,MNC,22,8,1,8,10,2,0,2,light_music,cooler,regular,1,veg,last_minute,4,medium,committed,0,0,0,0,13,electronics,both,Multilingual
2663,female,4,EEE,3,10,1,2,6,1,8,1,silence,fan,regular,0,veg,group_study,1,medium,committed,1,1,0,0,14,mechanical,sports,Telugu
2664,female,4,MNC,3,8,1,2,10,8,0,10,silence,fan,regular,3,non_veg,group_study,0,medium,single,0,0,0,0,13,robotics,both,English
2665,female,4,MNC,3,5,1,4,9,7,4,0,light_music,fan,exam_crammer,3,non_veg,last_minute,7,high,single,0,0,0,0,14,civil,both,Dont Care
2666,female,3,EEE,22,9,1,10,6,4,4,7,light_music,cooler,regular,2,non_veg,last_minute,9,low,single,0,0,1,0,16,software,cultural,Tamil
2667,female,2,Metallurgy,4,9,1,9,8,9,8,9,silence,fan,exam_crammer,7,non_veg,group_study,0,low,committed,1,0,0,0,8,mechanical,cultural,Dont Care
2668,female,2,CSE,0,7,1,10,7,3,1,1,light_music,fan,regular,0,veg,group_study,8,high,committed,1,0,0,1,17,software,cultural,Multilingual
2669,male,1,Civil,3,8,1,6,7,0,2,5,light_music,cooler,regular,1,veg,early_planner,1,high,single,0,0,0,0,8,robotics,cultural,Telugu
2670,male,1,Metallurgy,2,8,0,8,7,8,1,4,cafe_noise,fan,exam_crammer,7,non_veg,group_study,8,medium,single,0,0,1,1,17,robotics,cultural,Hindi
2671,female,2,Metallurgy,0,8,1,5,2,1,5,2,cafe_noise,cooler,exam_crammer,5,veg,group_study,10,low,committed,0,1,0,0,13,civil,sports,English
2672,male,2,ECE,22,7,1,8,6,3,0,10,cafe_noise,fan,regular,1,non_veg,early_planner,0,high,single,1,0,1,1,16,software,sports,Tamil
2673,female,4,Metallurgy,1,10,1,2,10,9,1,1,cafe_noise,cooler,exam_crammer,2,veg,last_minute,7,medium,committed,1,0,1,1,14,ai_ml,sports,Dont Care
2674,female,4,CSE,1,10,0,9,6,6,10,5,light_music,cooler,night_before,0,non_veg,group_study,0,high,committed,0,0,0,1,14,mechanical,both,English
2675,male,4,AI,0,6,0,7,10,7,5,1,silence,fan,night_before,2,non_veg,last_minute,4,low,committed,0,0,0,0,14,civil,sports,Multilingual
2676,male,3,Civil,4,9,0,1,6,5,8,1,cafe_noise,cooler,exam_crammer,4,veg,group_study,9,medium,committed,0,0,1,1,12,mechanical,sports,Tamil
2677,male,3,EEE,23,7,1,1,10,5,5,5,silence,fan,regular,1,veg,last_minute,7,medium,single,0,0,0,0,14,electronics,none,Dont Care
2678,female,4,MNC,1,7,1,2,8,10,2,10,light_music,fan,exam_crammer,4,non_veg,last_minute,3,medium,committed,0,0,0,1,19,management,none,Tamil
2679,female,1,MNC,23,7,0,10,6,4,10,5,cafe_noise,fan,night_before,8,non_veg,group_study,6,low,single,0,0,0,1,12,management,both,Telugu
2680,male,2,Metallurgy,4,7,1,9,9,9,3,1,silence,cooler,regular,2,veg,group_study,10,high,committed,0,0,0,0,12,ai_ml,none,Tamil
2681,male,2,ME,0,9,1,0,10,7,6,7,cafe_noise,fan,exam_crammer,1,veg,group_study,3,low,committed,0,0,0,1,16,civil,both,English
2682,male,1,AI,1,8,1,0,6,9,9,9,cafe_noise,cooler,regular,4,veg,early_planner,3,high,committed,0,0,1,0,8,ai_ml,sports,Telugu
2683,male,4,CSE,23,8,1,7,7,1,0,0,cafe_noise,cooler,regular,5,veg,last_minute,7,medium,committed,0,0,1,0,14,electronics,sports,Hindi
2684,male,3,ECE,1,8,1,3,6,5,8,2,cafe_noise,cooler,exam_crammer,1,veg,group_study,1,high,committed,0,0,0,1,19,mechanical,cultural,Hindi
2685,female,2,ECE,2,10,1,6,8,0,2,4,light_music,cooler,night_before,2,non_veg,early_planner,2,medium,committed,0,0,1,1,17,robotics,none,Tamil
2686,female,2,CSE,4,9,1,5,10,7,7,1,light_music,fan,regular,4,veg,early_planner,4,medium,committed,0,0,0,1,14,electronics,none,Telugu
2687,male,2,Civil,1,5,1,4,6,6,2,4,silence,fan,exam_crammer,6,non_veg,last_minute,6,high,single,0,0,1,0,20,management,none,Multilingual
2688,female,3,ME,4,10,1,1,8,0,6,3,silence,fan,regular,0,veg,early_planner,3,high,committed,0,0,0,1,18,robotics,none,Dont Care
2689,female,1,ECE,1,5,0,7,7,4,2,1,cafe_noise,cooler,exam_crammer,3,non_veg,early_planner,8,medium,single,0,0,0,0,11,electronics,sports,Multilingual
2690,female,3,ME,22,10,1,1,10,0,10,5,light_music,fan,exam_crammer,0,non_veg,early_planner,2,high,single,0,0,0,0,18,robotics,sports,Hindi
2691,male,2,MNC,0,7,1,3,6,5,5,7,light_music,fan,regular,5,veg,early_planner,3,low,committed,0,0,0,0,13,ai_ml,sports,English
2692,female,2,Civil,2,9,1,1,5,8,2,5,cafe_noise,cooler,exam_crammer,0,veg,last_minute,9,high,single,0,1,1,0,17,mechanical,cultural,Telugu
2693,male,3,ECE,23,6,1,2,4,0,9,3,light_music,cooler,night_before,7,non_veg,group_study,10,high,single,0,0,1,1,15,software,sports,Telugu
2694,female,4,Metallurgy,1,7,1,2,8,3,5,4,cafe_noise,cooler,exam_crammer,2,veg,group_study,7,medium,committed,0,0,0,0,10,software,none,English
2695,male,3,Others,22,10,1,0,0,5,9,3,silence,cooler,exam_crammer,2,veg,group_study,2,medium,committed,0,0,0,1,12,robotics,cultural,English
2696,female,3,ME,1,8,0,10,7,4,9,5,silence,fan,regular,3,veg,early_planner,8,high,single,0,0,0,0,8,robotics,sports,English
